,,ChannelInfo,Category,Subscribers ,Avg.Views ,NoxScore
472, 472   ↑   12  ,   Ultra Movie Parlour ,  Film & Animation  , 12.4M ↑  0.8% ,  570.71K   ↑   10.1% ,
473, 473   ↑   1  ,   TED-Ed ,  Education  , 12.4M   -   ,  417.83K   ↑   0% ,
474, 474   ↑   4  ,   Everson Zoio ,  Comedy  , 12.4M ↑  0.8% ,  734.72K    ↓     8.1% ,
475, 475   ↑   1  ,   Travis Scott ,  Music  , 12.4M ↑  0.8% ,  12.1M    ↓     8.9% ,
476, 476     ↓    4  ,   PlayHard ,  Gaming  , 12.4M ↑  0.8% ,  669.55K   ↑   12.6% ,
477, 477     ↓    4  ,   F2Freestylers - Ultimate Soccer Skills Channel ,  Sports  , 12.4M   -   ,  2.64M   ↑   2.4% ,
478, 478   ↑   4  ,   Diana Roma Show ,  Entertainment  , 12.4M ↑  0.8% ,  3.6M    ↓     48.8% ,
479, 479     ↓    9  ,   Farruko ,  Music  , 12.4M   -   ,  3.72M   ↑   0.6% ,
480, 480     ↓    3  ,   GMA Public Affairs ,  News & Politics  , 12.4M ↑  0.8% ,  26.7K   ↑   156.2% ,
481, 481     ↓    1  ,   Emiway Bantai ,  Music  , 12.4M ↑  0.8% ,  14.85M   ↑   2.2% ,
482, 482   ↑   6  ,   PlayStation ,  Gaming  , 12.3M ↑  0.8% ,  106.29K   ↑   10.5% ,
483, 483     ↓    4  ,   Chad Wild Clay ,  Entertainment  , 12.3M   -   ,  6.57M   ↑   0.7% ,
484, 484     ↓    1  ,   Volga Video ,  Entertainment  , 12.3M   -   ,  14.34K    ↓     18.3% ,
485, 485   ↑   5  ,   Pen Movies ,  Film & Animation  , 12.3M ↑  0.8% ,  95.5K   ↑   71.9% ,
486, 486     ↓    5  ,   wifistudy ,  Education  , 12.3M   -   ,  17.03K    ↓     15.9% ,
487, 487   ↑   4  ,   Goldmines Hindi ,  Film & Animation  , 12.3M ↑  0.8% ,  303.61K    ↓     2.9% ,
488, 488   ↑   5  ,   CaseyNeistat ,  People & Blogs  , 12.2M   -   ,  2.6M    ↓     5.3% ,
489, 489   ↑   3  ,   Genierock ,  Music  , 12.2M   -   ,  1.61M   ↑   40.3% ,
490, 490     ↓    5  ,   Talking Tom and Friends ,  Film & Animation  , 12.2M   -   ,  9.53M    ↓     2.1% ,
491, 491     ↓    4  ,   ChrisBrownVEVO ,  Music  , 12.2M   -   ,  17.98M   ↑   1.4% ,
492, 492     ↓    6  ,   Blossom ,  Howto & Style  , 12.2M   -   ,  1.5M    ↓     16.9% ,
493, 493   ↑   1  ,   CalvinHarrisVEVO ,  Music  , 12.2M   -   ,  1.66M   ↑   1.4% ,
494, 494     ↓    5  ,   TazerCraft ,  Gaming  , 12.2M   -   ,  536.95K    ↓     1.8% ,
495, 495   ↑   1  ,   Marques Brownlee ,  Science & Technology  , 12.2M ↑  0.8% ,  2.96M    ↓     7.3% ,
496, 496   ↑   1  ,   شبكة العاب العرب | Arab Games Network ,  Gaming  , 12.2M ↑  0.8% ,  819.49K    ↓     6.8% ,
497, 497   ↑   22  ,   Goldmines Dishoom ,  Film & Animation  , 12.1M ↑  1.7% ,  167.01K    ↓     54.9% ,
498, 498     -   ,   NORMAN FAIT DES VIDÉOS ,  Comedy  , 12.1M   -   ,  5.95M   ↑   0.3% ,
499, 499   ↑   21  ,   Kerajinan 5-Menit ,  Howto & Style  , 12.1M ↑  1.7% ,  532.22K   ↑   30% ,
500, 500     ↓    5  ,   Vete a la Versh ,  Comedy  , 12.1M   -   ,  1.56M    ↓     5.2% ,
501, 501     ↓    2  ,   zbing z. ,  Gaming  , 12.1M ↑  0.8% ,  942.85K   ↑   4.3% ,
502, 502   ↑   4  ,   zayn ,  Music  , 12.1M ↑  1.7% ,  5.81M   ↑   0.5% ,
503, 503     ↓    3  ,   Little Angel Español - Canciones Infantiles ,  Entertainment  , 12M   -   ,  3.11M   ↑   3.8% ,
504, 504     ↓    2  ,   YOLO ,  Comedy  , 12M   -   ,  4.65M   ↑   1% ,
505, 505     ↓    4  ,   Tfue ,  Gaming  , 12M   -   ,  1.51M   ↑   5.7% ,
506, 506   ↑   3  ,   Mother Goose Club Playhouse ,  Education  , 12M ↑  0.8% ,  932.14K   ↑   34% ,
507, 507   ↑   3  ,   Matt Steffanina ,  Entertainment  , 12M ↑  0.8% ,  653.75K    ↓     3.3% ,
508, 508   ↑   4  ,   Shemaroo Movies ,  Film & Animation  , 12M ↑  0.8% ,  498.97K    ↓     7.4% ,
509, 509   ↑   8  ,   Surya Citra Televisi (SCTV) ,  Entertainment  , 12M ↑  0.8% ,  84.69K    ↓     37.8% ,
510, 510     ↓    5  ,   Niana Guerrero ,  Entertainment  , 12M ↑  0.8% ,  2.93M   ↑   1.4% ,
511, 511     ↓    8  ,   キッズライン♡Kids Line ,  Entertainment  , 12M   -   ,  51.21K    ↓     6.9% ,
512, 512     ↓    5  ,   MiawAug ,  Gaming  , 12M ↑  0.8% ,  1.42M   ↑   13.3% ,
513, 513     -   ,   Linus Tech Tips ,  Science & Technology  , 11.9M   -   ,  1.62M   ↑   5.7% ,
514, 514     -   ,   Machinima , , 11.9M   ↓   0.8% ,  600K    -    ,
515, 515   ↑   8  ,   Трум Трум ,  Howto & Style  , 11.9M ↑  0.9% ,  1.17M   ↑   1% ,
516, 516     ↓    1  ,   Bela Bagunça ,  Entertainment  , 11.9M   -   ,  548.79K    ↓     7% ,
517, 517     ↓    1  ,   Its JoJo Siwa ,  Entertainment  , 11.9M   -   ,  876.48K   ↑   1.9% ,
518, 518     -   ,   Bie The Ska ,  Entertainment  , 11.9M   -   ,  1.26M    ↓     4% ,
519, 519     -   ,   theRadBrad ,  Gaming  , 11.9M   -   ,  272.57K    ↓     33.8% ,
520, 520     ↓    16  ,   FAP TV ,  Film & Animation  , 11.9M   -   ,  3.77M   ↑   2.8% ,
521, 521   ↑   11  ,   Les' Copaque Production ,  Entertainment  , 11.8M ↑  0.9% ,  4.89M   ↑   13.6% ,
522, 522   ↑   2  ,   Wesley Safadão ,  Music  , 11.8M   -   ,  5.73M   ↑   2.4% ,
523, 523     ↓    1  ,   dangmattsmith ,  Gaming  , 11.8M   -   ,  317.28K    ↓     6.4% ,
524, 524   ↑   4  ,   Kids Play ,  Entertainment  , 11.8M ↑  0.9% ,  950.44K    ↓     16.7% ,
525, 525     ↓    4  ,   Dave and Ava - Nursery Rhymes and Baby Songs ,  Education  , 11.8M   -   ,  977.8K   ↑   0.6% ,
526, 526     -   ,   Deddy Corbuzier ,  Entertainment  , 11.8M ↑  0.9% ,  4.23M   ↑   10.3% ,
527, 527     -   ,   TRANS TV Official ,  Entertainment  , 11.8M ↑  0.9% ,  163    ↓     95.9% ,
528, 528     ↓    3  ,   The World Adventures हिन्दी ,  People & Blogs  , 11.8M   -   ,  689.14K   ↑   16.3% ,
529, 529   ↑   4  ,   Vijay Television ,  Entertainment  , 11.8M ↑  0.9% ,  904.45K    ↓     13% ,
530, 530     ↓    19  ,   Ami Rodriguez ,  Entertainment  , 11.7M   ↓   0.9% ,  3.26M    -    ,
531, 531     -   ,   Dani Russo Tv ,  Entertainment  , 11.7M   -   ,  514.08K   ↑   16.6% ,
532, 532     ↓    3  ,   The Shiny Peanut ,  Entertainment  , 11.7M   -   ,  145.92K    ↓     5.2% ,
533, 533     ↓    3  ,   Online Job ,  Science & Technology  , 11.7M ↑  0.9% ,  42.69K   ↑   33.1% ,
534, 534   ↑   10  ,   Pop Chartbusters ,  Music  , 11.6M ↑  0.9% ,  128.53K   ↑   0.7% ,
535, 535   ↑   4  ,   EU FICO LOKO ,  Entertainment  , 11.6M   -   ,  303.12K   ↑   12.6% ,
536, 536     ↓    1  ,   ช่อง8 : ThaiCh8 ,  Entertainment  , 11.6M   -   ,  55.26K   ↑   165.2% ,
537, 537     ↓    1  ,   ChainsmokersVEVO ,  Music  , 11.6M   -   ,  2.34M   ↑   0.4% ,
538, 538     -   ,   ★ Kids Roma Show ,  Entertainment  , 11.6M   -   ,  14.13M   ↑   0.2% ,
539, 539   ↑   1  ,   melanie martinez ,  Music  , 11.6M ↑  0.9% ,  13.31M    ↓     12.6% ,
540, 540   ↑   2  ,   Atlantic Records ,  Music  , 11.6M ↑  0.9% ,  20.59K   ↑   9.1% ,
541, 541     ↓    7  ,   JesseAndMike ,  Entertainment  , 11.6M   -   ,  1.27M    ↓     8.9% ,
542, 542     ↓    5  ,   infobells ,  Education  , 11.6M   -   ,  427.31K    ↓     0.6% ,
543, 543   ↑   13  ,   Dyland PROS ,  Gaming  , 11.5M ↑  0.9% ,  1.04M   ↑   13.9% ,
544, 544   ↑   4  ,   Kiddiestv Hindi ,  Education  , 11.5M ↑  0.9% ,  4M    ↓     9.2% ,
545, 545     -   ,   etvteluguindia ,  Entertainment  , 11.5M ↑  0.9% ,  53.79K    ↓     20.9% ,
546, 546     ↓    3  ,   Wassabi ,  Entertainment  , 11.5M   -   ,  362.97K    ↓     0.1% ,
547, 547   ↑   6  ,   Jason Vlogs ,  People & Blogs  , 11.5M ↑  0.9% ,  583.34K   ↑   14.1% ,
548, 548     ↓    7  ,   DemiLovatoVEVO ,  Music  , 11.5M   -   ,  11.85M   ↑   0.6% ,
549, 549   ↑   25  ,   Vlad and Niki Arabic ,  Entertainment  , 11.4M ↑  1.8% ,  4.73M   ↑   22.2% ,
550, 550   ↑   17  ,   CrashCourse ,  Education  , 11.4M ↑  0.9% ,  140.63K    ↓     7.3% ,
551, 551   ↑   3  ,   FunToys Collector Disney Toys Review ,  Entertainment  , 11.4M   -   ,  97.17K   ↑   0.8% ,
552, 552     ↓    7  ,   MrGear ,  Entertainment  , 11.4M   -   ,  3.37M   ↑   1.5% ,
553, 553   ↑   7  ,   elliegoulding ,  Music  , 11.4M ↑  0.9% ,  808.35K   ↑   2% ,
554, 554     ↓    2  ,   SonyMusicSouthVEVO ,  Music  , 11.4M   -   ,  371.42K    ↓     1.1% ,
555, 555     ↓    4  ,   Tiana ,  Gaming  , 11.4M   -   ,  282.87K   ↑   3% ,
556, 556     ↓    9  ,   CrazyRussianHacker ,  Science & Technology  , 11.4M   -   ,  162.37K   ↑   6.5% ,
557, 557     ↓    2  ,   #Refúgio Mental ,  Entertainment  , 11.4M   -   ,  603.37K    ↓     1.5% ,
558, 558   ↑   9  ,   LetsGoMartin- Canciones Infantiles ,  Entertainment  , 11.4M ↑  0.9% ,  537.69K   ↑   1% ,
559, 559     ↓    6  ,   And TV ,  Entertainment  , 11.4M   -   ,  329.53K   ↑   10% ,
560, 560     ↓    10  ,   SriBalajiMovies ,  Entertainment  , 11.4M   -   ,  10.22K   ↑   24.2% ,
561, 561   ↑   11  ,   Gibby :) ,  People & Blogs  , 11.3M ↑  0.9% ,  6.82M   ↑   0.4% ,
562, 562   ↑   1  ,   ExpCaseros ,  Howto & Style  , 11.3M   -   ,  534.31K    ↓     1.4% ,
563, 563   ↑   3  ,   twenty one pilots ,  Music  , 11.3M   -   ,  20.09M   ↑   0.5% ,
564, 564   ↑   10  ,   Maya and Mary [EN] ,  Music  , 11.3M ↑  0.9% ,  241.63K   ↑   2.2% ,
565, 565     ↓    1  ,   MyLifeAsEva ,  Howto & Style  , 11.3M   -   ,  2.59M   ↑   0.6% ,
566, 566     ↓    5  ,   Morgz ,  Entertainment  , 11.3M   -   ,  1.95M   ↑   1.3% ,
567, 567     ↓    10  ,   La Rosa de Guadalupe ,  Entertainment  , 11.3M   -   ,  348.8K    ↓     2.2% ,
568, 568     ↓    10  ,   Meghan Trainor ,  People & Blogs  , 11.3M   -   ,  151.95K   ↑   1.1% ,
569, 569     ↓    7  ,   Sky Does Everything ,  Gaming  , 11.3M   ↓   0.9% ,  66.75K   ↑   1.6% ,
570, 570     ↓    11  ,   DALLMYD ,  Sports  , 11.3M   -   ,  2.12M    ↓     0.9% ,
571, 571     -   ,   Zoella ,  Howto & Style  , 11.2M   -   ,  1.42M   ↑   0% ,
572, 572     ↓    2  ,   Dudu Moura ,  Entertainment  , 11.2M   -   ,  18.69M    ↓     0.5% ,
573, 573     ↓    4  ,   Little Baby Bum en Español ,  Education  , 11.2M   -   ,  95.1K   ↑   3.1% ,
574, 574   ↑   4  ,   Adexe & Nau ,  Music  , 11.2M ↑  0.9% ,  555.12K   ↑   1.5% ,
575, 575     ↓    7  ,   Health Time ,  People & Blogs  , 11.2M   -   ,  38.08K   ↑   4.9% ,
576, 576     -   ,   Nao FunFun ,  Entertainment  , 11.1M   -   ,  19.51K    ↓     0.7% ,
577, 577   ↑   3  ,   Conor Maynard ,  Music  , 11.1M   -   ,  11.56M   ↑   0.5% ,
578, 578     ↓    1  ,   It's Mamix ,  People & Blogs  , 11.1M   -   ,  10.4M   ↑   0.1% ,
579, 579     -   ,   AMARIN TVHD ,  Entertainment  , 11.1M   -   ,  19.32K   ↑   12.3% ,
580, 580   ↑   11  ,   Mohamed Ramadan I محمد رمضان ,  Entertainment  , 11.1M ↑  0.9% ,  6.76M   ↑   4% ,
581, 581   ↑   11  ,   Gallina Pintadita ,  Film & Animation  , 11.1M ↑  0.9% ,  52.36M   ↑   0.6% ,
582, 582     ↓    1  ,   Mis Pastelitos ,  Howto & Style  , 11.1M   -   ,  2.56M    ↓     3.4% ,
583, 583     ↓    1  ,   Ja Mill ,  Entertainment  , 11.1M ↑  0.9% ,  2.83M   ↑   1.4% ,
584, 584     ↓    9  ,   Ya - Alisa ,  Entertainment  , 11.1M   -   ,  437.5K   ↑   1.5% ,
585, 585   ↑   3  ,   Talking Angela ,  Entertainment  , 11M   -   ,  7.05M   ↑   1.8% ,
586, 586     -   ,   Baby Big Mouth ,  Entertainment  , 11M   -   ,  11.43K    ↓     8.7% ,
587, 587     ↓    3  ,   Juliana Baltar ,  Entertainment  , 11M   -   ,  475.13K    ↓     1.9% ,
588, 588   ↑   8  ,   Kinder Spielzeug Kanal ,  Entertainment  , 11M ↑  1.8% ,  1.56M   ↑   13.5% ,
589, 589   ↑   13  ,   Daftar Populer ,  Entertainment  , 11M ↑  0.9% ,  670.88K   ↑   18.7% ,
590, 590   ↑   14  ,   Like Nastya PRT ,  Entertainment  , 11M ↑  0.9% ,  4.77M   ↑   1.5% ,
591, 591   ↑   7  ,   Saad Lamjarred | سعد لمجرد ,  Music  , 11M ↑  0.9% ,  16.01M    ↓     27.9% ,
592, 592   ↑   7  ,   Doc Tops ,  Entertainment  , 11M ↑  0.9% ,  1.7M    ↓     4.2% ,
593, 593     ↓    10  ,   AviciiOfficialVEVO ,  Music  , 11M   -   ,  3.94M   ↑   0.4% ,
594, 594   ↑   9  ,   BabyBus - Cerita & Lagu Anak-anak ,  Education  , 11M ↑  0.9% ,  3.3M    ↓     2.1% ,
595, 595   ↑   5  ,   MK MUSIC ,  Music  , 11M ↑  0.9% ,  110.13K    ↓     37.2% ,
596, 596     ↓    11  ,   Team Films Bhojpuri ,  Music  , 11M ↑  0.9% ,  292.57K   ↑   180.6% ,
597, 597     ↓    7  ,   Telemundo ,  Entertainment  , 11M   -   ,  3K    ↓     34% ,
598, 598     ↓    9  ,   luzugames ,  Gaming  , 11M   -   ,  432.15K   ↑   1.7% ,
599, 599     ↓    12  ,   Dolan Twins ,  Comedy  , 11M   -   ,  4.22M    ↓     2.4% ,
600, 600     ↓    3  ,   CaptainSparklez ,  Gaming  , 10.9M   -   ,  229.79K    ↓     3.5% ,
601, 601     ↓    7  ,   Ch7HD ,  Entertainment  , 10.9M   -   ,  14.39K    ↓     39% ,
602, 602     ↓    9  ,   ShawnMendesVEVO ,  Music  , 10.9M   -   ,  64.08M   ↑   0.2% ,
603, 603     ↓    2  ,   Neha Kakkar ,  Music  , 10.9M   -   ,  20.62M   ↑   0.4% ,
604, 604     ↓    9  ,   Miranda Sings ,  Comedy  , 10.9M   -   ,  791.91K    ↓     0% ,
605, 605   ↑   5  ,   T3ddy ,  People & Blogs  , 10.9M ↑  0.9% ,  688.89K   ↑   2% ,
606, 606   ↑   12  ,   PowerKids TV ,  Film & Animation  , 10.9M ↑  1.9% ,  439.01K    ↓     2.2% ,
607, 607     -   ,   GMM25Thailand ,  Entertainment  , 10.8M   -   ,  25.95K    ↓     53.5% ,
608, 608     ↓    3  ,   5incominutos ,  Entertainment  , 10.8M   -   ,  1M   ↑   0% ,
609, 609     ↓    1  ,   TheWeekndVEVO ,  Music  , 10.8M   -   ,  16.59M   ↑   1.5% ,
610, 610     ↓    4  ,   ATHLEAN-X™ ,  Howto & Style  , 10.8M   -   ,  804.42K    ↓     14.3% ,
611, 611     ↓    2  ,   O Que Não Dizer Oficial ,  Entertainment  , 10.8M   -   ,  1.43M   ↑   2.4% ,
612, 612     ↓    1  ,   Emily Tube ,  Entertainment  , 10.8M   -   ,  72.95K   ↑   5.1% ,
613, 613   ↑   2  ,   ElTrollino ,  Gaming  , 10.8M ↑  0.9% ,  5.47M    ↓     1.8% ,
614, 614     ↓    2  ,   CNN ,  News & Politics  , 10.7M   -   ,  444.46K   ↑   47.7% ,
615, 615     ↓    1  ,   Galo Frito ,  Comedy  , 10.7M   -   ,  892.07K   ↑   2.3% ,
616, 616   ↑   1  ,   Anaysa ,  Howto & Style  , 10.7M ↑  0.9% ,  3.66M   ↑   2% ,
617, 617     ↓    4  ,   As/Is ,  People & Blogs  , 10.7M   -   ,  152.38K    ↓     21.9% ,
618, 618     ↓    2  ,   DaniRep | +6 Vídeos Diarios De GTA 5 Online! ,  Gaming  , 10.7M   -   ,  391.9K    ↓     3.9% ,
619, 619   ↑   6  ,   NMF News ,  Entertainment  , 10.6M   -   ,  8.19K   ↑   90.2% ,
620, 620   ↑   7  ,   Naz | ناز ,  People & Blogs  , 10.6M   -   ,  519.53K    ↓     4% ,
621, 621   ↑   1  ,   Coisa de Nerd ,  Science & Technology  , 10.6M   -   ,  1.27M   ↑   0.3% ,
622, 622   ↑   2  ,   colinfurze ,  Entertainment  , 10.6M   -   ,  4.52M   ↑   0.4% ,
623, 623   ↑   17  ,   NOBRU ,  Gaming  , 10.6M ↑  0.9% ,  2.18M    ↓     3% ,
624, 624     ↓    4  ,   RiceGum ,  Entertainment  , 10.6M   -   ,  2.51M   ↑   0.1% ,
625, 625   ↑   1  ,"   SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art ",  Howto & Style  , 10.6M   -   ,  41.06M   ↑   0% ,
626, 626     ↓    5  ,   Jesse ,  Comedy  , 10.6M   -   ,  1.99M   ↑   0.8% ,
627, 627   ↑   3  ,   Arif muhammad ,  Comedy  , 10.6M ↑  0.9% ,  3.06M    ↓     2.7% ,
628, 628   ↑   5  ,   TV Ana Emilia ,  Entertainment  , 10.6M ↑  0.9% ,  5.89M   ↑   2.7% ,
629, 629     ↓    6  ,   fouseyTUBE ,  Entertainment  , 10.6M   -   ,  641.11K    ↓     0.6% ,
630, 630   ↑   6  ,   HAR PAL GEO ,  Entertainment  , 10.6M ↑  0.9% ,  79.03K   ↑   26.7% ,
631, 631     ↓    12  ,   Viih Tube ,  Entertainment  , 10.6M   -   ,  440.56K   ↑   21.7% ,
632, 632   ↑   10  ,   Just For Laughs Gags ,  Comedy  , 10.5M   -   ,  299.18K   ↑   3.4% ,
633, 633   ↑   16  ,   Ei Nerd ,  Entertainment  , 10.5M ↑  1% ,  278.56K   ↑   5.4% ,
634, 634     ↓    5  ,   Juanpa Zurita ,  Comedy  , 10.5M   -   ,  2.53M   ↑   1% ,
635, 635   ↑   15  ,   Harsh Beniwal ,  Comedy  , 10.5M ↑  1% ,  15.6M   ↑   1.5% ,
636, 636   ↑   2  ,   CNCO ,  Music  , 10.5M   -   ,  2.11M   ↑   2% ,
637, 637   ↑   2  ,   ExplosmEntertainment ,  Comedy  , 10.5M   -   ,  513.09K   ↑   1.6% ,
638, 638   ↑   27  ,   Dream ,  Gaming  , 10.5M ↑  1.9% ,  14.76M   ↑   4% ,
639, 639   ↑   2  ,   Migos ATL ,  Music  , 10.5M   -   ,  74.87M   ↑   0.1% ,
640, 640   ↑   8  ,   Ninja Kidz TV ,  Entertainment  , 10.5M ↑  1% ,  6.26M   ↑   2.2% ,
641, 641     ↓    13  ,   Mejores Juguetes ,  Entertainment  , 10.5M   -   ,  195.74K   ↑   1.5% ,
642, 642     ↓    11  ,   RomanAtwood ,  Entertainment  , 10.5M   -   ,  19.01M   ↑   0% ,
643, 643   ↑   1  ,   Troom Troom PT ,  Howto & Style  , 10.5M ↑  1% ,  686.74K   ↑   32.6% ,
644, 644   ↑   9  ,   Vlad and Niki IDN ,  Entertainment  , 10.5M ↑  1% ,  4.23M    ↓     18.4% ,
645, 645   ↑   6  ,   Lulu99 ,  Entertainment  , 10.5M ↑  1% ,  3.31M   ↑   4.1% ,
646, 646     ↓    9  ,   gymvirtual ,  Sports  , 10.5M   -   ,  269.36K   ↑   4.8% ,
647, 647     ↓    2  ,   JJ Olatunji ,  Entertainment  , 10.5M ↑  1% ,  4.09M   ↑   1.8% ,
648, 648     ↓    13  ,   AdamThomasMoran ,  Comedy  , 10.5M   -   ,  1.14M   ↑   0.7% ,
649, 649     ↓    15  ,   BCC Trolling ,  Gaming  , 10.5M   -   ,  524.29K    ↓     4.9% ,
650, 650     ↓    7  ,   5-Minute Crafts FAMILY ,  Howto & Style  , 10.5M ↑  1% ,  134.9K    ↓     18.3% ,
651, 651     ↓    13  ,   RedeTV ,  Entertainment  , 10.5M   -   ,  8.42K   ↑   1.8% ,
652, 652   ↑   12  ,   Vania Mania Kids ,  Education  , 10.5M ↑  1.9% ,  2.6M   ↑   19.2% ,
653, 653     ↓    3  ,   RCTI - LAYAR DRAMA INDONESIA ,  Entertainment  , 10.4M   -   ,  14.63K   ↑   59.9% ,
654, 654     ↓    2  ,   Saturday Night Live ,  Entertainment  , 10.4M   -   ,  547.58K    ↓     4.8% ,
655, 655   ↑   7  ,   Jazzghost ,  Gaming  , 10.4M ↑  1% ,  522.93K    ↓     0% ,
656, 656     ↓    5  ,   Annoying Orange ,  Entertainment  , 10.4M   -   ,  419.38K   ↑   0.1% ,
657, 657     ↓    3  ,   HUM TV ,  Entertainment  , 10.4M ↑  1% ,  119.55K    ↓     50.6% ,
658, 658   ↑   1  ,   Primitive Technology ,  People & Blogs  , 10.3M   -   ,  11.6M   ↑   0.1% ,
659, 659   ↑   8  ,   FC Barcelona ,  Sports  , 10.3M ↑  1% ,  625.24K    ↓     27.3% ,
660, 660     -   ,   Avril Lavigne ,  Music  , 10.3M   -   ,  6.64M   ↑   0.2% ,
661, 661     ↓    6  ,   MileyCyrusVEVO ,  Music  , 10.3M   -   ,  12.24M   ↑   1.1% ,
662, 662     ↓    1  ,   Área Secreta ,  People & Blogs  , 10.3M   -   ,  535.89K    ↓     3.4% ,
663, 663     -   ,   NishaMadhulika ,  Howto & Style  , 10.3M   -   ,  366.07K    ↓     4.3% ,
664, 664   ↑   8  ,   SUPER SLICK SLIME SAM ,  Entertainment  , 10.3M ↑  1% ,  1.28M    ↓     4.9% ,
665, 665     ↓    8  ,   OficialHungria ,  Music  , 10.3M ↑  1% ,  35.3M   ↑   0.9% ,
666, 666   ↑   8  ,   Zuni and Family ,  People & Blogs  , 10.3M ↑  1% ,  13M   ↑   2.9% ,
667, 667     ↓    11  ,   ABS-CBN News ,  News & Politics  , 10.3M   -   ,  16.07K    ↓     22.4% ,
668, 668     ↓    10  ,   Tanner Fox ,  Entertainment  , 10.3M   -   ,  802.6K   ↑   0.6% ,
669, 669   ↑   10  ,   SBT Online ,  Entertainment  , 10.2M ↑  1% ,  15.8K   ↑   22.4% ,
670, 670     -   ,   The Q ,  Science & Technology  , 10.2M   -   ,  4.93M    ↓     0.2% ,
671, 671     -   ,   DJ Khaled ,  People & Blogs  , 10.2M   -   ,  347.55K   ↑   1.2% ,
672, 672     ↓    4  ,   VitalyzdTv ,  Entertainment  , 10.2M   -   ,  506.44K   ↑   0.2% ,
673, 673   ↑   3  ,   Sab kuchh sikho jano ,  News & Politics  , 10.2M ↑  1% ,  255.5K   ↑   0.7% ,
674, 674     ↓    8  ,   Typical Gamer ,  Gaming  , 10.2M   -   ,  1.28M    ↓     5.3% ,
675, 675     ↓    6  ,   Luan Santana ,  Music  , 10.2M   -   ,  3.75M   ↑   0.1% ,
676, 676     ↓    3  ,   Lokdhun Punjabi ,  Music  , 10.2M   -   ,  2.09M   ↑   2.2% ,
677, 677   ↑   14  ,   News18 India ,  News & Politics  , 10.1M ↑  1% ,  12.43K    ↓     19.3% ,
678, 678     ↓    1  ,   Craftingeek* ,  Howto & Style  , 10.1M   -   ,  1.28M   ↑   2.6% ,
679, 679   ↑   18  ,   DopeLyrics ,  Music  , 10.1M ↑  1.2% ,  177.36K    ↓     34.1% ,
680, 680   ↑   2  ,   LA DIVAZA ,  Entertainment  , 10.1M   -   ,  4.46M   ↑   0.7% ,
681, 681   ↑   13  ,   LEGO ,  Entertainment  , 10.1M ↑  1% ,  23.18K    ↓     1.5% ,
682, 682   ↑   5  ,   UFC - Ultimate Fighting Championship ,  Sports  , 10.1M ↑  1% ,  771.54K   ↑   44.1% ,
683, 683     ↓    5  ,   P!NK ,  Music  , 10.1M   -   ,  4.2M   ↑   0.3% ,
684, 684     ↓    9  ,   Awakening Music ,  Music  , 10.1M   -   ,  477.33K   ↑   1.7% ,
685, 685   ↑   11  ,   व्लाद और निकिता ,  Entertainment  , 10.1M ↑  1% ,  8.42M   ↑   4.1% ,
686, 686     ↓    5  ,   Deji ,  Entertainment  , 10.1M   -   ,  679.31K    ↓     7.7% ,
687, 687     ↓    3  ,   JD Pantoja ,  Music  , 10.1M   -   ,  54.57M   ↑   0.2% ,
688, 688     ↓    5  ,   BuzzFeed Multiplayer ,  Gaming  , 10.1M   -   ,  229.79K   ↑   24.8% ,
689, 689     ↓    9  ,   Cut ,  Entertainment  , 10.1M   -   ,  258.26K   ↑   9.8% ,
690, 690     ↓    1  ,   Kluna Tik ,  Entertainment  , 10M   -   ,  1.86M   ↑   2% ,
691, 691   ↑   1  ,   NEXT9NEWS हर खबर आप तक ,  Entertainment  , 10M   -   ,  3.05K    ↓     26.1% ,
692, 692   ↑   10  ,   Eva Bravo Play ,  Entertainment  , 10M ↑  0.8% ,  8.18M    ↓     7.4% ,
693, 693     ↓    8  ,   Bart Baker ,  Comedy  , 10M   -   ,  6.14M   ↑   0.1% ,
694, 694     ↓    8  ,   Давай поиграем в игрушки ,  People & Blogs  , 10M   -   ,  5.77M   ↑   0.1% ,
695, 695   ↑   4  ,   Lil Nas X ,  Music  , 10M ↑  0.2% ,  105.75M   ↑   0.1% ,
696, 696     ↓    1  ,   ImagineDragonsVEVO ,  Music  , 10M   -   ,  75.68M   ↑   0.3% ,
697, 697     ↓    9  ,   SiaVEVO ,  Music  , 10M   -   ,  25.59M   ↑   0.2% ,
698, 698     ↓    5  ,   50 Cent ,  Music  , 10M   -   ,  4.32M   ↑   0.8% ,
699, 699     ↓    1  ,   tanboy kun ,  Entertainment  , 10M ↑  0.3% ,  3.48M    ↓     8.3% ,
700, 700   ↑   3  ,   MNCTV Official ,  Entertainment  , 10M ↑  0.9% ,  9.87K    ↓     64.3% ,
701, 701   ↑   4  ,   Zach Choi ASMR ,  People & Blogs  , 10M ↑  0.9% ,  2.64M   ↑   5% ,
702, 702     ↓    12  ,   Piuzinho ,  Gaming  , 10M   -   ,  1.41M   ↑   0.2% ,
703, 703     ↓    3  ,   Toys Make Me Smile ,  Entertainment  , 9.98M ↑  0.1% ,  29.08M   ↑   0.1% ,
704, 704   ↑   7  ,   Prajapati News ,  Entertainment  , 9.97M ↑  1.1% ,  253.95K   ↑   10.8% ,
705, 705   ↑   5  ,   Franciny Ehlke ,  People & Blogs  , 9.96M ↑  0.8% ,  1.01M   ↑   6.4% ,
